name,price,sale_price,brand,ingredients,category,product_url,serving_size,servings_per_container,serving_size_uom
Silver Lager 12pk Cans,19.99,,Heineken,"Ingredients: Water, Malted Barley, Hop Extract","Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Silver Lager 12pk Cans",https://www.wholefoodsmarket.com/product/heineken-silver-lager-12pk-cans-b0bsmvdhjh,12,12,fl oz
Pale Ale 12 Pack (12oz Cans),19.99,,Sierra Nevada,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Pale Ale 12 Pack (12oz Cans)",https://www.wholefoodsmarket.com/product/sierra-nevada-pale-ale-12-pack-12oz-cans-b06xd2q3jy,,,
Clara 12pk Can - 1,19.99,,PACIFICO,,"Home\Products\Wine, Beer & Spirits\Beer\Clara 12pk Can - 1",https://www.wholefoodsmarket.com/product/pacifico-clara-12pk-can-1-b07bwz61vj,,,
"Spiked Lemonade Variety Pack, 12 cans",19.99,,SIMPLY SPIKED,"Signature Ingredients: Carbonated Water, Alcohol, Cane Sugar, Lemon Juice from Concentrate, Citric Acid, Sodium Citrate, Natural Flavors, Stevia Extract.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Spiked Lemonade Variety Pack, 12 cans",https://www.wholefoodsmarket.com/product/simply-spiked-spiked-lemonade-variety-pack-12-cans-b0brqrjf9h,1,12,can
"Hard Seltzer Tropical Variety Pack, Spiked & Sparkling Water 12pk",18.99,,TRULY Hard Seltzer,"Ingredients: Filtered Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, and Sodium Citrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Hard Seltzer Tropical Variety Pack, Spiked & Sparkling Water 12pk",https://www.wholefoodsmarket.com/product/truly-hard-seltzer-hard-seltzer-tropical-variety-pack-spiked-sparkling-water-12pk-b07ntnmsg8,12,1,fl oz
"Lagunitas IPA, 12 Pack, 12 fl. oz. Cans",18.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas IPA, 12 Pack, 12 fl. oz. Cans",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-ipa-12-pack-12-fl-oz-cans-b07syk6bpx,,,
"Variety Pack No 1, 12 cans",18.49,,White Claw,"Raspberry Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Raspberry Juice Concentrate, Sodium Citrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Variety Pack No 1, 12 cans",https://www.wholefoodsmarket.com/product/white-claw-variety-pack-no-1-12-cans-b06wgz7kts,1,12,can
"Variety Pack No 2 Hard Seltzers, 144 fl oz",18.49,,White Claw,"Tangerine Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Tangerine Juice Concentrate, Sodium Citrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Variety Pack No 2 Hard Seltzers, 144 fl oz",https://www.wholefoodsmarket.com/product/white-claw-variety-pack-no-2-hard-seltzers-144-fl-oz-b083vgdk8c,1,12,can
Surge Variety 12pk Can 8% ABV,18.49,,White Claw,"Natural Lime Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Sodium Citrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Surge Variety 12pk Can 8% ABV",https://www.wholefoodsmarket.com/product/white-claw-surge-variety-12pk-can-8-abv-b081hzby8b,1,12,can
"Variety Pack No 2 Hard Seltzers, 12 fl oz",18.49,,White Claw,"Strawberry Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Strawberry Juice Concentrate, Sodium Citrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Variety Pack No 2 Hard Seltzers, 12 fl oz",https://www.wholefoodsmarket.com/product/white-claw-variety-pack-no-2-hard-seltzers-12-fl-oz-b08x2hg2vm,1,12,can
"Wavelength Ipa 4pk Cans, 1 pint",19.49,18.49,Equilibrium Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Wavelength Ipa 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/equilibrium-brewery-wavelength-ipa-4pk-cans-1-pint-b08rxn727t,,,
"Rotating Price Tier 84b 4pk Cans, 1 pint",17.99,,KINGS COUNTY BREWERS COLLECTIVE,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Rotating Price Tier 84b 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/kings-county-brewers-collective-rotating-price-tier-84b-4pk-cans-1-pint-b07fyvw4ly,,,
"Lagunitas Variety Pack, 12 Pack, 12 fl. oz. Cans",18.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Lagunitas Variety Pack, 12 Pack, 12 fl. oz. Cans",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-variety-pack-12-pack-12-fl-oz-cans-b09tgbmt3p,,,
"Alexander Flanders Ale 4pk, 11.2 fl oz",17.99,,RODENBACH,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Alexander Flanders Ale 4pk, 11.2 fl oz",https://www.wholefoodsmarket.com/product/rodenbach-alexander-flanders-ale-4pk-112-fl-oz-b07fzdyfzq,,,
"Stone Delicious IPA 12pk 12oz Can, 144 fl oz",18.99,17.99,Stone Brewing,,"Home\Products\Wine, Beer & Spirits\Beer\Stone Delicious IPA 12pk 12oz Can, 144 fl oz",https://www.wholefoodsmarket.com/product/stone-brewing-stone-delicious-ipa-12pk-12oz-can-144-fl-oz-b07flf2l7j,12,,fl oz
"Dare To Know Ipa 4pk Cans, 1 pint",18.49,,THREES BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Dare To Know Ipa 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/threes-brewing-dare-to-know-ipa-4pk-cans-1-pint-b07zzqrlpd,,,
3Philosophers Nitro 6/4/16 oz can,17.49,,Ommegang,,"Home\Products\Wine, Beer & Spirits\Beer\Ale\3Philosophers Nitro 6/4/16 oz can",https://www.wholefoodsmarket.com/product/ommegang-3philosophers-nitro-6416-oz-can-b085jrk754,,,
"Sunset Variety 8-pack, 96 fl oz",17.99,16.99,JUNESHINE,"Ingredients: Filtered Water, Cane Sugar, Yumberry Juice, Honey, Green Tea, Lemon Juice, Strawberry Flavor, Lemon Flavor, Yeast, Jun Kombucha Culture","Home\Products\Wine, Beer & Spirits\Sunset Variety 8-pack, 96 fl oz",https://www.wholefoodsmarket.com/product/juneshine-sunset-variety-8pack-96-fl-oz-b0bspmr56m,,,
"Bourbon Barrel Quad 4pk, 12 fl oz",16.49,,Boulevard Brewing,,"Home\Products\Wine, Beer & Spirits\Beer\Other Beer\Bourbon Barrel Quad 4pk, 12 fl oz",https://www.wholefoodsmarket.com/product/boulevard-brewing-bourbon-barrel-quad-4pk-12-fl-oz-b076j47yzv,,,
"Bourbon Barrel Stout 4pk Cans, 12 fl oz",15.99,,Anderson Valley Brewing Company,,"Home\Products\Wine, Beer & Spirits\Beer\Stout\Bourbon Barrel Stout 4pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/anderson-valley-brewing-company-bourbon-barrel-stout-4pk-cans-12-fl-oz-b07fv83yz4,,,
"Passion Punch Sour 4pk Cans, 1 pint",18.99,,TALEA BEER CO.,,"Home\Products\Wine, Beer & Spirits\Beer\Sour & Wild Beer\Passion Punch Sour 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/talea-beer-co-passion-punch-sour-4pk-cans-1-pint-b08x2rmxtw,,,
"Mai Tai Hard Kombucha, 12 oz cans",15.49,,JIANT,"Ingredients: Jun Kombucga*, Cane Sugar*, Coconut Water*, Pineapple Juice*, Orange Juice*, Dark Cherry Kuice*, Lime Juice*, Cardamon*, Yeast","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Mai Tai Hard Kombucha, 12 oz cans",https://www.wholefoodsmarket.com/product/jiant-mai-tai-hard-kombucha-12-oz-cans-b0b2yj6wk4,12,1,fl oz
"Pipeworks Ninja Vs. Unicorn - 4pk, 1 pint",14.99,,Pipeworks Brewing Company,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Pipeworks Ninja Vs. Unicorn - 4pk, 1 pint",https://www.wholefoodsmarket.com/product/pipeworks-brewing-company-pipeworks-ninja-vs-unicorn-4pk-1-pint-b0b3gvwjzq,,,
"Mosak Hopped India Pale Ale, 16 fl oz cans",14.99,,TOPPLING GOLIATH,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Mosak Hopped India Pale Ale, 16 fl oz cans",https://www.wholefoodsmarket.com/product/toppling-goliath-mosak-hopped-india-pale-ale-16-fl-oz-cans-b07fygjh23,,,
"Pseudo Sue Pale Ale, 16 fl oz cans",14.99,,TOPPLING GOLIATH,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Pseudo Sue Pale Ale, 16 fl oz cans",https://www.wholefoodsmarket.com/product/toppling-goliath-pseudo-sue-pale-ale-16-fl-oz-cans-b0773p7d6j,,,
"P.O.G. 6-pack, 12 fl oz",15.99,14.99,JUNESHINE,"Ingredients: Filtered Water, Cane Sugar, Pink Guava Puree, Honey, Passion Fruit Juice, Orange Juice, Green Tea, Passion Fruit Flavor, Yeast, Jun Kombucha Culture","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\P.O.G. 6-pack, 12 fl oz",https://www.wholefoodsmarket.com/product/juneshine-pog-6pack-12-fl-oz-b0bspr4mvc,1,6,can
"World Gone Hazy IPA, 1 pint",14.99,,BRONX BREWERY,,"Home\Products\Wine, Beer & Spirits\Beer\World Gone Hazy IPA, 1 pint",https://www.wholefoodsmarket.com/product/bronx-brewery-world-gone-hazy-ipa-1-pint-b084whfppv,,,
"Aple Cider, 11.2 fl oz",14.99,,BRLO,"Ingredients: Apple Wine, Apple Concentrate, Carbonated Water","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Aple Cider, 11.2 fl oz",https://www.wholefoodsmarket.com/product/brlo-aple-cider-112-fl-oz-b0bvydmrtf,11.2,1,f
"Rose Cider, 11.2 fl oz bottles",14.99,,BRLO,"Ingredients: Apple Wine, Rhubarb Concentrate, Carbonated Water","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Rose Cider, 11.2 fl oz bottles",https://www.wholefoodsmarket.com/product/brlo-rose-cider-112-fl-oz-bottles-b0bvyh79x1,11.2,1,fl oz
Wit Renaissance Can 16Fz 4Pk,14.99,,Alementary Brewing Co.,,"Home\Products\Wine, Beer & Spirits\Beer\Wit Renaissance Can 16Fz 4Pk",https://www.wholefoodsmarket.com/product/alementary-brewing-co-wit-renaissance-can-16fz-4pk-b07fz1fjxl,,,
Briney Melon Gose 6pk Can,14.49,,Anderson Valley Brewing Company,,"Home\Products\Wine, Beer & Spirits\Beer\Sour & Wild Beer\Briney Melon Gose 6pk Can",https://www.wholefoodsmarket.com/product/anderson-valley-brewing-company-briney-melon-gose-6pk-can-b06w5m6q6b,,,
"Wave Table Ipa 4pk Cans, 1 pint",14.49,,GRIMM,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Wave Table Ipa 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/grimm-wave-table-ipa-4pk-cans-1-pint-b085z22q3q,,,
"ULTRA Light Beer, 12 Pack Beer, 12 FL OZ Cans",15.49,,Michelob,,"Home\Products\Wine, Beer & Spirits\Beer\ULTRA Light Beer, 12 Pack Beer, 12 FL OZ Cans",https://www.wholefoodsmarket.com/product/michelob-ultra-light-beer-12-pack-beer-12-fl-oz-cans-b06x9skmmh,12,1,fluid ounce
"Watermelon, Sea Salt, Lime & Mint Hard Kombucha 6-pack 12oz Cans",14.49,,Sierra Nevada,"Ingredients: Water, Organic Kombucha Culture, Organic Cane Sugar, Organic Watermelon Juice Concentrate, Yeast Nutrients, Organic Lime Juice Concentrate, Organic Green Tea, Organic Black Tea, Organic Yeast, Carbon Dioxide, Organic Watermelon Natural Flavors, Organic Peppermint Extract, Calcium Chloride, Sea Salt, Organic Fruit and Vegetable Juice (For Color), Organic Hops","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Watermelon, Sea Salt, Lime & Mint Hard Kombucha 6-pack 12oz Cans",https://www.wholefoodsmarket.com/product/sierra-nevada-watermelon-sea-salt-lime-mint-hard-kombucha-6pack-12oz-cans-b08xn7nckp,12,1,oz
"Fresh Ginger, Lemon & Hibiscus Hard Kombucha 6-pack 12oz Cans",14.49,,Sierra Nevada,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Fresh Ginger, Lemon & Hibiscus Hard Kombucha 6-pack 12oz Cans",https://www.wholefoodsmarket.com/product/sierra-nevada-fresh-ginger-lemon-hibiscus-hard-kombucha-6pack-12oz-cans-b087dl8k1y,,,
"Dry Red Cider 4pk, 12 fl oz",14.99,,Wolffer Estate,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Dry Red Cider 4pk, 12 fl oz",https://www.wholefoodsmarket.com/product/wolffer-estate-dry-red-cider-4pk-12-fl-oz-b07pn355n9,,,
"Safety Glasses Non-Alcoholic IPA 6pk Cans, 12 fl oz",13.99,,INDUSTRIAL ARTS BREWING COMPANY,,"Home\Products\Wine, Beer & Spirits\Safety Glasses Non-Alcoholic IPA 6pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/industrial-arts-brewing-company-safety-glasses-nonalcoholic-ipa-6pk-cans-12-fl-oz-b0bnwgwm1b,12,,fl oz
"Imposter Pilsner Cans 4pk, 1 pint",13.99,,BARRIER BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Imposter Pilsner Cans 4pk, 1 pint",https://www.wholefoodsmarket.com/product/barrier-brewing-imposter-pilsner-cans-4pk-1-pint-b07gkqlgcb,,,
"Happy Pils, 11.2 fl oz",13.99,,BRLO,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Happy Pils, 11.2 fl oz",https://www.wholefoodsmarket.com/product/brlo-happy-pils-112-fl-oz-b0c15pf1t3,,,
"Grapefruit Hard Kombucha, 12 fl oz",13.99,,FLYING EMBERS,"Ingredients: Kombucha (Water, Sugar†, Black Tea†, Yeast, Bacteria△), Ginger†, Turmeric†, Grapefruit Flavor†, Thyme Extract†, Acerola Juice†, Monk Fruit Juice†, Fruit and Vegetable Juice†.","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Grapefruit Hard Kombucha, 12 fl oz",https://www.wholefoodsmarket.com/product/flying-embers-grapefruit-hard-kombucha-12-fl-oz-b08vg3nb2g,12,1,oz
"Bud Light, 12 fl oz cans",13.49,,Budweiser,Ingredients Water,"Home\Products\Wine, Beer & Spirits\Beer\Bud Light, 12 fl oz cans",https://www.wholefoodsmarket.com/product/budweiser-bud-light-12-fl-oz-cans-b00plxe90i,12,,fl oz
"Lagunitas Maximus Ale, 6 Pack, 12 fl. oz. Bottles",13.49,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas Maximus Ale, 6 Pack, 12 fl. oz. Bottles",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-maximus-ale-6-pack-12-fl-oz-bottles-b0061t8llo,,,
"Lagunitas Lil Sumpin 6pk Can - 6, 12 oz cans",13.49,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas Lil Sumpin 6pk Can - 6, 12 oz cans",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-lil-sumpin-6pk-can-6-12-oz-cans-b07x3yf5qw,,,
"National Emergency IPA 4pk Cans, 1 pint",17.99,,Montclair Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\National Emergency IPA 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/montclair-brewery-national-emergency-ipa-4pk-cans-1-pint-b09b8ffcq8,,,
"Peach Hard White Tea 6pk Cans, 11.5 fl oz",12.99,,LOVERBOY,"Ingredients: Organic Brewed Tea (Water, Organic White Tea), Alcohol from Fermentation, Lemon Juice Concentrate, Monk Fruit Juice Concentrate, Natural Flavors, Citric Acid, Lavender Extract","Home\Products\Wine, Beer & Spirits\Beer\Peach Hard White Tea 6pk Cans, 11.5 fl oz",https://www.wholefoodsmarket.com/product/loverboy-peach-hard-white-tea-6pk-cans-115-fl-oz-b07vzlsn96,11.5,,fluid ounce
"Blood Orange Cider 6pk Cans, 12 fl oz",12.99,,AUSTIN EASTCIDERS,"Ingredients: Hard Apple Cider, Filtered Water, Blood Orange Concentrate, Cane Sugar, Brown Sugar, Whole Blood Orange Puree, Malic Acid, Red Raspberry Concentrate, Sulfites (To Preserve Freshness), Carbon Dioxide","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Blood Orange Cider 6pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/austin-eastciders-blood-orange-cider-6pk-cans-12-fl-oz-b07cy99q8h,12,1,fl oz
"Hard Ginger Ale Variety 8pk, 12 fl oz cans",17.99,,Reed's,"Ingredients: Sparkling Filtered Water, Alcohol, Natural Flavors, Pressed Organic Ginger, Citric Acid, Stevia Leaf Extract, Monkfruit.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Hard Ginger Ale Variety 8pk, 12 fl oz cans",https://www.wholefoodsmarket.com/product/reeds-hard-ginger-ale-variety-8pk-12-fl-oz-cans-b0bw25bsym,1,8,can
"Blackberry Cider, 12 oz cans",13.99,12.99,ORIGINAL SIN CIDERY,,"Home\Products\Wine, Beer & Spirits\Blackberry Cider, 12 oz cans",https://www.wholefoodsmarket.com/product/original-sin-cidery-blackberry-cider-12-oz-cans-b07pt7fjdn,,,
Lite 12pk Cans,13.99,12.99,Miller Brewing,"Ingredients: Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hops and Hop Extract.","Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Lite 12pk Cans",https://www.wholefoodsmarket.com/product/miller-brewing-lite-12pk-cans-b0016m0s9o,12,1,fl oz
"Passion Fruit Makgeolli 4pk Cans, 12 fl oz",12.99,,Makku,"Ingredients: Water, Rice, Passion Fruit Concentrate, Cane Sugar, Rice Nuruk, Nuruk (Live Cultures), Carbon Dioxide, Yeast","Home\Products\Wine, Beer & Spirits\Beer\Passion Fruit Makgeolli 4pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/makku-passion-fruit-makgeolli-4pk-cans-12-fl-oz-b0bz14q3t5,1,,can
"3 Floyd's - Zombie Ice Double Pale Ale 6pk, 12 oz cans",13.99,12.99,Three Floyds Brewing Co,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\3 Floyd's - Zombie Ice Double Pale Ale 6pk, 12 oz cans",https://www.wholefoodsmarket.com/product/three-floyds-brewing-co-3-floyds-zombie-ice-double-pale-ale-6pk-12-oz-cans-b0bp9q1mcm,,,
"Voodoo Ranger Imperial IPA, 6pk Bottle",12.99,,,,"Home\Products\Wine, Beer & Spirits\Beer\Voodoo Ranger Imperial IPA, 6pk Bottle",https://www.wholefoodsmarket.com/product/voodoo-ranger-imperial-ipa-6pk-bottle-b06xhjy2zx,12,,fluid ounce
"Pilsner 4pk Cans, 1 pint",16.99,,Moors Beer,,"Home\Products\Wine, Beer & Spirits\Beer\Pilsner 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/moors-beer-pilsner-4pk-cans-1-pint-b0c54g4tjl,,,
IPA 16fz 4Pk Cans,18.99,,Alementary Brewing Co.,,"Home\Products\Wine, Beer & Spirits\Beer\IPA 16fz 4Pk Cans",https://www.wholefoodsmarket.com/product/alementary-brewing-co-ipa-16fz-4pk-cans-b07rkwxtjj,,,
"Hobgoblin Ruby Ale 4pk Cans, 1 pt",13.49,12.49,WYCHWOOD,,"Home\Products\Wine, Beer & Spirits\Beer\Hobgoblin Ruby Ale 4pk Cans, 1 pt",https://www.wholefoodsmarket.com/product/wychwood-hobgoblin-ruby-ale-4pk-cans-1-pt-b08clg1rcg,,,
"Black Cherry Hard Seltzer, 12 fl oz",11.99,,White Claw,"Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Cherry Juice Concentrate, Sodium Citrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Black Cherry Hard Seltzer, 12 fl oz",https://www.wholefoodsmarket.com/product/white-claw-black-cherry-hard-seltzer-12-fl-oz-b01n2nvn5i,1,6,can
"Mojito Variety 6pk, 12 fl oz cans",12.99,,FLYING EMBERS,"Ingredients: Sparkling Water, Alcohol (from Fermented Organic Cane Sugar and Organic Lime Juice), Organic Watermelon Juice, Natural Flavors, Organic Mint, Organic Monk Fruit Extract.","Home\Products\Wine, Beer & Spirits\Mojito Variety 6pk, 12 fl oz cans",https://www.wholefoodsmarket.com/product/flying-embers-mojito-variety-6pk-12-fl-oz-cans-b0bzkb8pn3,,,
"Hard Seltzer Variety Pack 6pk, 12 fl oz can",12.99,,FLYING EMBERS,"Passionfruit Elderflower Ingredients: Sparkling Water, Alcohol from Cane Sugar*, Passionfruit Flavor*, Elderflower Flavor*, Acerola Juice Powder*, Malic Acid*, Citric Acid*, Bacillus Coagulans Snz 1969 Probiotic.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Hard Seltzer Variety Pack 6pk, 12 fl oz can",https://www.wholefoodsmarket.com/product/flying-embers-hard-seltzer-variety-pack-6pk-12-fl-oz-can-b08936qxs4,12,1,oz
"Margarita Variety 6pk, 72 fl oz",12.99,,FLYING EMBERS,"Ingredients: Sparkling Water, Alcohol (from Fermented Organic Cane Sugar, Organic Agave Nectar, Organic Lime Juice), Organic Lime Juice, Natural Flavors, Sea Salt, Organic Monk Fruit Extract.","Home\Products\Wine, Beer & Spirits\Margarita Variety 6pk, 72 fl oz",https://www.wholefoodsmarket.com/product/flying-embers-margarita-variety-6pk-72-fl-oz-b0bzk9zycc,,,
Powder Day IPA 6 Pack (12oz Cans),11.99,,Sierra Nevada,,"Home\Products\Wine, Beer & Spirits\Beer\Powder Day IPA 6 Pack (12oz Cans)",https://www.wholefoodsmarket.com/product/sierra-nevada-powder-day-ipa-6-pack-12oz-cans-b005j0o1we,,,
"Unfiltered Lager 6pk Cans, 12 fl oz",11.99,,Rhythm & Rhyme Brewing Co,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Unfiltered Lager 6pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/rhythm-rhyme-brewing-co-unfiltered-lager-6pk-cans-12-fl-oz-b091766sxc,,,
"Peach Tea Cider 4pk, 12 fl oz",12.99,11.99,NINE PIN CIDER WORKS,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Peach Tea Cider 4pk, 12 fl oz",https://www.wholefoodsmarket.com/product/nine-pin-cider-works-peach-tea-cider-4pk-12-fl-oz-b07fyjt6t8,,,
"Blueberry Makgeolli 4pk Cans, 12 fl oz",11.99,,Makku,"Ingredients: Water, Rice, Cane Sugar, Blueberry Concentrate, Rice Nuruk, Nuruk (Live Cultures), Carbon Dioxide, Yeast.","Home\Products\Wine, Beer & Spirits\Beer\Blueberry Makgeolli 4pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/makku-blueberry-makgeolli-4pk-cans-12-fl-oz-b08dw41hz9,1,,can
"American Apple Imperial hard cider 6pk, 355 ml",12.99,11.99,Blake's Hard Cider,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\American Apple Imperial hard cider 6pk, 355 ml",https://www.wholefoodsmarket.com/product/blakes-hard-cider-american-apple-imperial-hard-cider-6pk-355-ml-b0c2b24xk7,,,
Allagash Haunted House Hoppy Dark Ale 4pk 16oz Cans,12.99,11.99,Allagash Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Ale\Allagash Haunted House Hoppy Dark Ale 4pk 16oz Cans",https://www.wholefoodsmarket.com/product/allagash-brewery-allagash-haunted-house-hoppy-dark-ale-4pk-16oz-cans-b084hkwd68,,,
Big Little Thing Imperial IPA 6 Pack (12oz Cans),10.99,,Sierra Nevada,,"Home\Products\Wine, Beer & Spirits\Beer\Big Little Thing Imperial IPA 6 Pack (12oz Cans)",https://www.wholefoodsmarket.com/product/sierra-nevada-big-little-thing-imperial-ipa-6-pack-12oz-cans-b08ljlmqcc,,,
