category,brand,name,price,price_per_size,size,popularity_rank,out_of_item,item_url
White Wine,,Funkstille Grüner Veltliner,$14.99/ea,$19.99/l,750ml,81,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100194
White Wine,,Sierra De Enmedio Verdejo,$11.99/ea,$15.99/l,750ml,80,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100169
White Wine,,Chalk Hill Sonoma Coast Chardonnay,$21.99/ea,$29.32/l,750ml,79,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002630
White Wine,,Rombauer Vineyards Chardonnay Carneros,$52.99/ea,$70.65/l,750ml,78,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002919
White Wine,Wölffer Estate,Wölffer Estate Chardonnay,$23.99/ea,$31.99/l,750ml,77,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002756
White Wine,,Avaline Organic White,$21.99/ea,$29.32/l,750ml,76,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003989
White Wine,,Josh Cellars Sauvignon Blanc,$16.99/ea,$22.65/l,750ml,75,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004015
White Wine,,Les Hauts de Bel Air Bordeaux Sauvignon Blanc,$12.99/ea,$17.32/l,750ml,74,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100134
White Wine,,Les Terres Blanches Sancerre,$26.99/ea,$35.99/l,750ml,73,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100172
White Wine,,Otto's Constant Dream Sauvignon Blanc,$16.99/ea,$22.65/l,750ml,72,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002502
White Wine,,Castle Rock Chardonnay Central Coast,$13.99/ea,$18.65/l,750ml,71,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002755
White Wine,,Joseph Drouhin Laforet Bourgogne Chardonnay,$29.99/ea,$39.99/l,750ml,70,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002132
White Wine,stone,Pearlstone Chenin Blanc,$11.99/ea,$15.99/l,750ml,69,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100191
White Wine,,"Big House ""The Great Escape"" Chardonnay, Box",$24.99/ea,$8.33/l,3L (3000ml),68,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002745
White Wine,,The Wedge Chenin Blanc/Roussanne Blend,$10.99/ea,$14.65/l,750ml,67,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100181
White Wine,,Clos du Bois Chardonnay California,$13.99/ea,$18.65/l,750ml,66,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003521
White Wine,,Babich Marlborough Sauvignon Blanc,$17.99/ea,$23.99/l,750ml,65,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002137
White Wine,,Souvenir Chardonnay,$11.99/ea,$15.99/l,750ml,64,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100188
White Wine,,Burgans Albariño,$19.99/ea,$26.65/l,750ml,63,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002607
White Wine,,Sunny with a Chance of Flowers Low Calorie Sauvignon Blanc,$16.99/ea,$22.65/l,750ml,62,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003824
White Wine,,Sella & Mosca La Cala Vermentino di Sardegna DOC,$16.99/ea,$22.65/l,750ml,61,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002067
White Wine,,Goose Bay Sauvignon Blanc,$26.99/ea,$35.99/l,750ml,60,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002032
White Wine,,Alverdi Organic Pinot Grigio IGT,$11.99/ea,$15.99/l,750ml,59,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002495
White Wine,,Bota Box Pinot Grigio,$24.99/ea,$8.33/l,3L,58,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003465
White Wine,,Bex Riesling,$12.99/ea,$17.32/l,750ml,57,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002789
White Wine,Bartenura,Bartenura Moscato IGT,$17.99/ea,$23.99/l,750ml,56,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002104
White Wine,,Simi Chardonnay,$19.99/ea,$26.65/l,750ml,55,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003512
White Wine,,Black Box Chardonnay Argentina,$5.99/ea,$11.98/l,500ml,54,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003516
White Wine,,Montinore Estate Biodynamic Pinot Gris,$22.99/ea,$30.65/l,750ml,53,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002050
White Wine,,Three Thieves Bandit Chardonnay,$9.99/ea,$9.99/l,1L (1000ml),52,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002708
White Wine,Momo,Momo Organic Sauvignon Blanc,$22.99/ea,$30.65/l,750ml,51,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003683
White Wine,,Cupcake Vineyards Chardonnay,$11.99/ea,$15.99/l,750ml,50,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003477
White Wine,,Domaine Jean de Bosmel Chablis,$29.99/ea,$39.99/l,750ml,49,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100014
White Wine,,Sierra De Enmedio Sauvignon Blanc,$11.99/ea,$15.99/l,750ml,48,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100167
White Wine,,Les Calcaires Touraine Sauvignon Blanc,$12.99/ea,$17.32/l,750ml,47,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100185
White Wine,,Pine Ridge Chenin Blanc + Viognier,$17.99/ea,$23.99/l,750ml,46,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002728
White Wine,,Kris Pinot Grigio IGT,$13.99/ea,$18.65/l,750ml,45,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002604
White Wine,,Man Vintners Chenin Blanc,$11.99/ea,$15.99/l,750ml,44,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002042
White Wine,,Bogle Chardonnay,$12.99/ea,$17.32/l,750ml,43,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002205
White Wine,,Gulp Hablo Organic Orange Wine,$22.99/ea,$22.99/l,1L,42,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003942
White Wine,,Santa Margherita Pinot Grigio DOC,$29.99/ea,$39.99/l,750ml,41,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002234
White Wine,,Torre dei Vescovi Pinot Grigio DOC Vicenza,$12.99/ea,$17.32/l,750ml,40,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100159
White Wine,,Ecker Grüner Veltliner,$19.99/ea,$19.99/l,1L,39,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002769
White Wine,,Astica Torrontés,$7.99/ea,$10.65/l,750ml,38,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002002
White Wine,,Duckhorn Decoy Sauvignon Blanc Sonoma County,$20.99/ea,$27.99/l,750ml,37,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003550
White Wine,,Bread & Butter Chardonnay,$16.99/ea,$22.65/l,750ml,36,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002893
White Wine,,Cloudy Bay Sauvignon Blanc Marlborough,$42.99/ea,$57.32/l,750ml,35,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002741
White Wine,,Cavit Pinot Grigio delle Venezie IGT,$12.99/ea,$17.32/l,750ml,34,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003518
White Wine,,Donini Pinot Grigio IGT,$9.99/ea,$13.32/l,750ml,33,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002478
White Wine,,Campo Flores Blanco Organic Verdejo Sauvignon,$10.99/ea,$14.65/l,750ml,32,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100150
White Wine,,Nicholas Girard Sancerre,$29.99/ea,$39.99/l,750ml,31,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100013
White Wine,,Le Bon Goût Crisp White Blend,$12.99/ea,$17.32/l,750ml,30,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100080
White Wine,,Indaba Chardonnay,$9.99/ea,$13.32/l,750ml,29,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002120
White Wine,,Mt. Hector Sauvignon Blanc,$13.99/ea,$18.65/l,750ml,28,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100017
White Wine,Bare,Barefoot Pinot Grigio,$7.99/ea,$10.65/l,750ml,27,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002738
White Wine,,Damn Good Chardonnay,$14.99/ea,$19.99/l,750ml,26,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100096
White Wine,,Cupcake Sauvignon Blanc,$11.99/ea,$15.99/l,750ml,25,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002533
White Wine,,Gazela Vinho Verde,$9.99/ea,$13.32/l,750ml,24,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002727
White Wine,,Bota Box Sauvignon Blanc,$24.99/ea,$8.33/l,3L,23,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003466
White Wine,,Château Tour de Goupin Bordeaux Sauvignon Blanc,$14.99/ea,$19.99/l,750ml,22,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002676
White Wine,Terra,Domane Wachau Grüner Veltliner Terrassen Federspiel,$18.99/ea,$25.32/l,750ml,21,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002182
White Wine,,Nicolas Sauvignon Blanc,$12.99/ea,$17.32/l,750ml,20,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003725
White Wine,,Donini Pinot Grigio IGT,$16.99/ea,$11.33/l,1.5L (1500ml),19,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002479
White Wine,,The Pinot Project Pinot Grigio IGT,$14.99/ea,$19.99/l,750ml,18,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002459
White Wine,,Josh Cellars Chardonnay,$16.99/ea,$22.65/l,750ml,17,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003786
White Wine,,Three Thieves Bandit Pinot Grigio,$9.99/ea,$9.99/l,1L (1000ml),16,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002072
White Wine,Three Wishes,Three Wishes Chardonnay,$6.99/ea,$9.32/l,750ml,15,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002750
White Wine,,La Vieille Ferme White,$10.99/ea,$14.65/l,750ml,14,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002197
White Wine,,Whitehaven Sauvignon Blanc,$22.99/ea,$30.65/l,750ml,13,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002082
White Wine,,Angels Tears Sauvignon Blanc,$10.99/ea,$14.65/l,750ml,12,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100034
White Wine,,Kendall Jackson Vintner's Reserve Chardonnay,$17.99/ea,$23.99/l,750ml,11,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002888
White Wine,,Santa Marina Pinot Grigio IGT,$9.99/ea,$13.32/l,750ml,10,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002408
White Wine,,Friend & Farmer Biodynamic White Wine,$14.99/ea,$19.99/l,750ml,9,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003680
White Wine,,Louis Jadot Mâcon-Villages Chardonnay,$19.99/ea,$26.65/l,750ml,8,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002374
White Wine,,La Crema  Monterey Chardonnay,$19.99/ea,$26.65/l,750ml,7,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002747
White Wine,,Matua Marlborough Sauvignon Blanc,$14.99/ea,$19.99/l,750ml,6,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002420
White Wine,,Beyond Sauvignon Blanc,$10.99/ea,$14.65/l,750ml,5,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002213
White Wine,,Indaba Sauvignon Blanc,$9.99/ea,$13.32/l,750ml,4,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002638
White Wine,,Kim Crawford Marlborough Sauvignon Blanc,$17.99/ea,$23.99/l,750ml,3,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002639
White Wine,,Domaine du Vaux Saint Georges Touraine Sauvignon Blanc,$13.99/ea,$18.65/l,750ml,2,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100016
White Wine,,Oyster Bay Sauvignon Blanc Marlborough,$15.99/ea,$21.32/l,750ml,1,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002438
Sparkling Wine,,Billecart-Salmon Champagne Brut Réserve (Half-bottle),$39.99/ea,$106.64/l,375ml,30,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002568
Sparkling Wine,,Tullia Rosé Brut,$16.99/ea,$22.65/l,750ml,29,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002705
Sparkling Wine,,Conquilla Cava Brut,$14.99/ea,$19.99/l,750ml,28,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5003728
Sparkling Wine,,Guyot Choppin Champagne,$36.99/ea,$49.32/l,750ml,27,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100192
Sparkling Wine,,"Sofia Blanc de Blancs, Cans",$24.99/ea,$33.32/l,"4 pk, 187 ml",26,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002248
Sparkling Wine,,Jacques Balard Grande Réserve Rosé Brut,$13.99/ea,$18.65/l,750ml,25,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100156
Sparkling Wine,,Les Alliés Sparkling Brut,$9.99/ea,$13.32/l,750ml,24,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5003997
Sparkling Wine,,Charles de Fère Blanc de Blancs Brut Réserve,$14.99/ea,$19.99/l,750ml,23,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002428
Sparkling Wine,,Cristalino Cava Brut,$12.99/ea,$17.32/l,750ml,22,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002123
Sparkling Wine,,Louis Régnier Champagne Brut Réserve,$42.99/ea,$57.32/l,750ml,21,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100011
Sparkling Wine,Bell,Cipriani Bellini Cocktail,$19.99/ea,$26.65/l,750ml,20,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5003862
Sparkling Wine,,Veuve du Vernay Rosé Brut,$12.99/ea,$17.32/l,750ml,19,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002815
Sparkling Wine,,Jacques Balard Blanc de Blancs Brut,$13.99/ea,$18.65/l,750ml,18,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100155
Sparkling Wine,,Opera Organic Lambrusco di Modena,$21.99/ea,$29.32/l,750ml,17,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5003624
Sparkling Wine,Bartenura,Bartenura Prosecco Brut DOC,$19.99/ea,$26.65/l,750ml,16,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002105
Sparkling Wine,,Gruet Sparkling Wine Brut,$22.99/ea,$30.65/l,750ml,15,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002095
Sparkling Wine,,Altos de Sueño Cava Brut Reserva,$14.99/ea,$19.99/l,750ml,14,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100153
Sparkling Wine,,Vallate Prosecco DOC Extra Dry,$13.99/ea,$18.65/l,750ml,13,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5000009
Sparkling Wine,,Mionetto Prestige Organic Prosecco,$18.99/ea,$25.32/l,750ml,12,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5003685
Sparkling Wine,,Bollicini Prosecco DOC,$15.99/ea,$21.32/l,750ml,11,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5003011
Sparkling Wine,,Veuve Clicquot Yellow Label Champagne Brut,$69.99/ea,$93.32/l,750ml,10,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002172
Sparkling Wine,,Gruet Rosé Sparkling Wine Brut,$22.99/ea,$30.65/l,750ml,9,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002462
Sparkling Wine,,Santa Valentina Prosecco Rosé DOC,$14.99/ea,$19.99/l,750ml,8,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100162
Sparkling Wine,,Great Expectations Sparkling Rosé,$12.99/ea,$17.32/l,750ml,7,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100032
Sparkling Wine,,Veuve Ambal Blanc de Blancs,$12.99/ea,$17.32/l,750ml,6,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002819
Sparkling Wine,lu,Blu Giovello Prosecco Frizzante DOC,$12.99/ea,$17.32/l,750ml,5,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5003012
Sparkling Wine,,Mionetto Gold Label Prosecco DOC Treviso Brut (Quarter-bottle),$5.99/ea,$32.03/l,187ml,4,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002892
Sparkling Wine,,Santa Valentina Prosecco DOC Extra Dry,$14.99/ea,$19.99/l,750ml,3,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5100161
Sparkling Wine,,La Marca Prosecco DOC,$21.99/ea,$29.32/l,750ml,2,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002809
Sparkling Wine,,Mionetto Gold Label Prosecco DOC Treviso Brut,$17.99/ea,$23.99/l,750ml,1,,https://www.freshdirect.com/fdw/sc/vin_type_sparkling/p/win_pid_5002810
Rosé Wine,,"Beach Juice Rosé with Bubbles, Can",$6.99/ea,$18.64/l,375ml,3,,https://www.freshdirect.com/fdw/sc/vin_type_rose/p/win_pid_5003876
Rosé Wine,,"Hérisson Rosé, Box",$36.99/ea,$12.33/l,3L,2,,https://www.freshdirect.com/fdw/sc/vin_type_rose/p/win_pid_5003611
Rosé Wine,,Les Alliés Sparkling Brut Rosé,$9.99/ea,$13.32/l,750ml,1,,https://www.freshdirect.com/fdw/sc/vin_type_rose/p/win_pid_5003998
